GameID,Titles,YearReleased,Ranking,min_players,max_players,NumRatings,AvgRating,weighted_avg,#_of_awards,ExpansionFlag,#_of_expansion_sets,LicensedType,ClassicFlag,Category,boardgame_category
1,Gloomhaven,2017,1,1,4,31254,8.8529,8.8448,23,Y,4,Original,Modern,Board,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
2,Pandemic Legacy  Season 1,2015,2,2,4,34729,8.6250,8.6183,20,N,0,Original,Modern,Board,"['Environmental', 'Medical']"
3,Terraforming Mars,2016,3,1,5,48339,8.4230,8.4186,20,Y,15,Original,Modern,Board,"['Economic', 'Environmental', 'Industry / Manufacturing', 'Science Fiction', 'Space Exploration', 'Territory Building']"
4,Through the Ages  A New Story of Civilization,2015,4,2,4,18269,8.4942,8.4822,3,Y,1,Original,Modern,Card,"['Card Game', 'Civilization', 'Economic']"
5,Brass  Birmingham,2018,5,2,4,10070,8.6203,8.5974,6,N,0,Original,Modern,Board,"['Economic', 'Industry / Manufacturing', 'Transportation']"
6,Twilight Imperium (Fourth Edition),2017,6,3,6,9401,8.6897,8.6644,2,N,0,Original,Modern,Board,"['Civilization', 'Economic', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration']"
7,Twilight Struggle,2005,7,2,2,36644,8.3131,8.3076,13,Y,9,Original,Modern,Board,"['Modern Warfare', 'Political', 'Wargame']"
8,Star Wars  Rebellion,2016,8,2,4,18991,8.4260,8.4148,12,Y,1,Movie_IP,Modern,Board,"['Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
9,Gaia Project,2017,9,1,4,12010,8.5069,8.4886,10,N,0,Original,Modern,Board,"['Civilization', 'Economic', 'Science Fiction', 'Space Exploration', 'Territory Building']"
10,Scythe,2016,10,1,5,46526,8.2606,8.2563,23,Y,16,Original,Modern,Board,"['Economic', 'Fighting', 'Science Fiction', 'Territory Building']"
11,Great Western Trail,2016,11,2,4,23133,8.2827,8.2742,18,Y,8,Original,Modern,Board,"['American West', 'Animals']"
12,War of the Ring (Second Edition),2012,12,2,4,11166,8.4494,8.4302,0,Y,5,Original,Modern,Board,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based', 'Territory Building']"
13,Spirit Island,2017,13,1,4,16231,8.3243,8.3119,10,Y,8,Original,Modern,Board,"['Age of Reason', 'Environmental', 'Fantasy', 'Fighting', 'Mythology', 'Territory Building']"
14,Terra Mystica,2012,14,2,5,34958,8.1726,8.1672,22,Y,5,Original,Modern,Board,"['Civilization', 'Economic', 'Fantasy', 'Territory Building']"
15,The Castles of Burgundy,2011,15,2,4,40196,8.1274,8.1229,10,Y,14,Original,Modern,Dice,"['Dice', 'Medieval', 'Territory Building']"
16,7 Wonders Duel,2015,16,2,2,47037,8.1083,8.1044,16,Y,4,Original,Modern,Card,"['Ancient', 'Card Game', 'City Building', 'Civilization']"
17,The 7th Continent,2017,17,1,4,12828,8.3607,8.3447,12,Y,12,Original,Modern,Card,"['Adventure', 'Card Game', 'Exploration', 'Science Fiction']"
18,Concordia,2013,18,2,5,22901,8.1102,8.1023,7,Y,7,Original,Modern,Board,"['Ancient', 'Economic', 'Nautical']"
19,Brass  Lancashire,2007,19,2,4,16672,8.1486,8.1375,7,Y,2,Original,Modern,Board,"['Economic', 'Industry / Manufacturing', 'Transportation']"
20,Viticulture Essential Edition,2015,20,1,6,21640,8.1167,8.1083,0,Y,5,Original,Modern,Board,"['Economic', 'Farming']"
21,Arkham Horror  The Card Game,2016,21,1,2,21117,8.1930,8.1840,13,Y,56,Super_Hero_IP,Modern,Card,"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Horror', 'Novel-based']"
22,Puerto Rico,2002,22,3,5,58836,8.0208,8.0179,18,Y,8,Original,Modern,Board,"['City Building', 'Economic', 'Farming']"
23,A Feast for Odin,2016,23,1,4,13512,8.1822,8.1683,6,Y,5,Original,Modern,Board,"['Economic', 'Industry / Manufacturing', 'Medieval', 'Puzzle']"
24,Mage Knight Board Game,2011,24,1,4,25110,8.1001,8.0930,8,Y,4,Original,Modern,Board,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']"
25,Orleans,2014,25,2,4,18119,8.0817,8.0719,13,Y,22,Original,Modern,Board,"['Medieval', 'Religious', 'Travel']"
26,Caverna  The Cave Farmers,2013,26,1,7,25416,8.0456,8.0387,6,Y,7,Original,Modern,Board,"['Animals', 'Economic', 'Fantasy', 'Farming']"
27,Wingspan,2019,27,1,5,21261,8.1034,8.0950,5,Y,2,Original,Modern,Card,"['Animals', 'Card Game', 'Economic', 'Educational']"
28,Food Chain Magnate,2015,28,2,5,11385,8.1775,8.1611,10,Y,1,Original,Modern,Board,"['Economic', 'Industry / Manufacturing']"
29,Agricola,2007,29,1,5,59458,7.9739,7.9710,32,Y,32,Original,Modern,Board,"['Animals', 'Economic', 'Farming']"
30,Mansions of Madness  Second Edition,2016,30,1,5,19735,8.1171,8.1079,6,Y,7,Original,Modern,Board,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures']"
31,Blood Rage,2015,31,2,4,28668,8.0064,8.0004,12,Y,6,Original,Modern,Board,"['Fantasy', 'Fighting', 'Miniatures', 'Mythology']"
32,Kingdom Death  Monster,2015,32,1,4,6616,8.7383,8.7019,6,Y,81,Original,Modern,Board,"['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']"
33,Pandemic Legacy  Season 2,2017,33,2,4,8989,8.1990,8.1780,8,N,0,Original,Modern,Board,"['Environmental', 'Exploration', 'Medical']"
34,Power Grid (Recharged Version),2004,34,2,6,52340,7.8795,7.8765,17,Y,29,Original,Modern,Board,"['Economic', 'Industry / Manufacturing']"
35,Mechs vs. Minions,2016,35,2,4,12262,8.0927,8.0781,8,N,0,Original,Modern,Board,"['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']"
36,Through the Ages  A Story of Civilization,2006,36,2,4,17285,7.9712,7.9616,11,Y,5,Original,Modern,Board,"['Civilization', 'Economic']"
37,Star Wars  Imperial Assault,2014,37,2,5,18129,8.0460,8.0364,7,Y,49,Movie_IP,Modern,Board,"['Adventure', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
38,Tzolk'in  The Mayan Calendar,2012,38,2,4,26626,7.9168,7.9107,21,Y,3,Original,Modern,Board,"['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']"
39,Root,2018,39,2,4,13853,8.0609,8.0482,20,Y,4,Original,Modern,Board,"['Animals', 'Fantasy', 'Wargame']"
40,Eclipse,2011,40,2,6,24866,7.9232,7.9167,17,Y,14,Original,Modern,Board,"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']"
41,Azul,2017,41,2,4,38055,7.8708,7.8667,28,Y,5,Original,Modern,Board,"['Abstract Strategy', 'Renaissance']"
42,Le Havre,2008,42,1,5,24266,7.8798,7.8733,20,Y,6,Original,Modern,Board,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']"
43,Nemesis,2018,43,1,5,6262,8.4981,8.4635,1,Y,9,Original,Modern,Board,"['Adventure', 'Horror', 'Miniatures', 'Science Fiction']"
44,Clans of Caledonia,2017,44,1,4,11195,8.0303,8.0149,7,N,0,Original,Modern,Board,"['Economic', 'Farming']"
45,The Voyages of Marco Polo,2015,45,2,4,17199,7.9253,7.9159,15,Y,3,Original,Modern,Dice,"['Dice', 'Economic', 'Medieval', 'Travel']"
46,Robinson Crusoe  Adventures on the Cursed Island,2012,46,1,4,29386,7.8817,7.8763,8,Y,35,Original,Modern,Board,"['Adventure', 'Exploration', 'Fighting', 'Novel-based']"
47,Android  Netrunner,2012,47,2,2,25254,7.8827,7.8765,9,Y,56,Original,Modern,Card,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']"
48,Anachrony Essential Edition,2017,48,1,4,8810,8.0966,8.0763,7,Y,8,Original,Modern,Board,"['Economic', 'Science Fiction']"
49,7 Wonders,2010,49,2,7,74520,7.7701,7.7682,50,Y,15,Original,Modern,Card,"['Ancient', 'Card Game', 'City Building', 'Civilization']"
50,Race for the Galaxy,2007,50,2,4,42615,7.7628,7.7594,16,Y,8,Original,Modern,Card,"['Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']"
51,Keyflower,2012,51,2,6,17027,7.8366,7.8276,10,Y,14,Original,Modern,Board,"['City Building', 'Economic', 'Nautical', 'Renaissance', 'Territory Building', 'Transportation']"
52,Dominant Species,2010,52,2,6,16643,7.8492,7.8399,9,N,0,Original,Modern,Board,"['Animals', 'Environmental', 'Prehistoric']"
53,Fields of Arle,2014,53,1,2,6616,8.1050,8.0780,6,Y,65,Original,Modern,Board,"['Economic', 'Farming', 'Industry / Manufacturing']"
54,Caylus Premium Limited Edition,2005,54,2,5,25413,7.7988,7.7928,17,Y,1,Original,Modern,Board,"['City Building', 'Economic', 'Medieval']"
55,Lords of Waterdeep,2012,55,2,5,41294,7.7606,7.7571,10,Y,3,Original,Modern,Board,"['City Building', 'Fantasy']"
56,Five Tribes  The Djinns of Naqala,2014,56,2,4,28094,7.7709,7.7656,14,Y,6,Original,Modern,Board,"['Animals', 'Arabian', 'Fantasy', 'Mythology']"
57,The Gallerist,2015,57,1,4,7923,8.0196,7.9981,8,Y,2,Original,Modern,Board,['Economic']
58,Clank!  A Deck-Building Adventure,2016,58,2,4,21265,7.8078,7.8007,9,Y,23,Original,Modern,Board,"['Adventure', 'Fantasy']"
59,Twilight Imperium (Third Edition),2005,59,3,6,17664,7.8589,7.8501,2,Y,2,Original,Modern,Board,"['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']"
60,El Grande,1995,60,2,5,22117,7.7658,7.7591,4,Y,6,Original,Modern,Board,"['Medieval', 'Renaissance']"
61,Rising Sun,2018,61,3,5,12840,7.9389,7.9262,9,Y,6,Original,Modern,Board,"['Bluffing', 'Fantasy', 'Miniatures', 'Mythology', 'Negotiation', 'Wargame']"
62,Eldritch Horror,2013,62,1,8,25811,7.8362,7.8302,2,Y,8,Original,Modern,Board,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based', 'Travel']"
63,Mombasa,2015,63,2,4,9610,7.9150,7.8983,16,Y,4,Original,Modern,Board,['Economic']
64,Dominion  Intrigue,2009,64,2,4,28271,7.7332,7.7282,8,Y,30,Original,Modern,Card,"['Card Game', 'Medieval']"
65,Battlestar Galactica  The Board Game,2008,65,3,6,31058,7.7400,7.7354,12,Y,4,Original,Modern,Board,"['Bluffing', 'Deduction', 'Movies / TV / Radio theme', 'Political', 'Science Fiction', 'Space Exploration']"
66,Codenames XXL,2015,66,2,8,57212,7.6689,7.6665,27,Y,18,Original,Modern,Card,"['Card Game', 'Deduction', 'Party Game', 'Spies/Secret Agents', 'Word Game']"
67,Lisboa,2017,67,1,4,5127,8.1799,8.1438,8,N,0,Original,Modern,Board,"['City Building', 'Economic', 'Political']"
68,Patchwork,2014,68,2,2,37986,7.6861,7.6824,9,Y,3,Original,Modern,Board,"['Abstract Strategy', 'Puzzle']"
69,Troyes,2010,69,2,4,16334,7.7649,7.7559,13,Y,2,Original,Modern,Dice,"['Dice', 'Economic', 'Medieval']"
70,Teotihuacan  City of Gods,2018,70,1,4,8209,7.9655,7.9454,7,Y,8,Original,Modern,Board,['Ancient']
71,Everdell,2018,71,1,4,7997,8.0089,7.9877,5,Y,8,Original,Modern,Card,"['Animals', 'Card Game', 'City Building', 'Fantasy']"
72,Too Many Bones,2017,72,1,4,3873,8.4802,8.4252,2,Y,15,Original,Modern,Dice,"['Adventure', 'Dice', 'Fantasy']"
73,Russian Railroads,2013,73,2,4,13090,7.7856,7.7743,12,Y,4,Original,Modern,Board,"['Industry / Manufacturing', 'Trains']"
74,Roll for the Galaxy,2014,74,2,5,23115,7.7039,7.6978,6,Y,4,Original,Modern,Dice,"['Civilization', 'Dice', 'Economic', 'Science Fiction', 'Space Exploration']"
75,Aeon's End,2016,75,1,4,7055,8.0398,8.0154,4,Y,12,Original,Modern,Card,"['Card Game', 'Fantasy', 'Fighting', 'Science Fiction']"
76,Sherlock Holmes Consulting Detective  The Thames Murders & Other Cases,1981,76,1,8,14768,7.7741,7.7641,6,Y,13,Original,Modern,Board,"['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Spies/Secret Agents']"
77,Tigris & Euphrates,1997,77,2,4,23925,7.7027,7.6969,3,Y,1,Original,Modern,Board,"['Ancient', 'Civilization', 'Territory Building']"
78,Trajan,2011,78,2,4,13483,7.7747,7.7638,13,N,0,Original,Modern,Board,"['Ancient', 'Political']"
79,Architects of the West Kingdom,2018,79,1,5,10239,7.8630,7.8478,9,Y,13,Original,Modern,Board,"['City Building', 'Medieval']"
80,Agricola (Revised Edition),2016,80,1,4,6317,8.0657,8.0381,0,Y,14,Original,Modern,Board,"['Animals', 'Economic', 'Farming']"
81,Dominion,2008,81,2,4,71730,7.6345,7.6326,41,Y,45,Original,Modern,Card,"['Card Game', 'Medieval']"
82,Pandemic,2008,82,2,4,89581,7.6221,7.6207,34,Y,7,Original,Modern,Board,['Medical']
83,Underwater Cities,2018,83,1,4,5117,8.0973,8.0627,5,Y,2,Original,Modern,Card,"['Card Game', 'City Building', 'Civilization', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']"
84,Raiders of the North Sea,2015,84,2,4,11458,7.8051,7.7920,5,Y,12,Original,Modern,Board,"['Medieval', 'Nautical']"
85,Pandemic  Iberia,2016,85,2,5,6984,7.9505,7.9271,2,N,0,Original,Modern,Board,['Medical']
86,Star Wars  X-Wing Miniatures Game,2012,86,2,2,21679,7.7274,7.7209,11,Y,61,Movie_IP,Modern,Board,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']"
87,Kemet,2012,87,2,5,14487,7.7341,7.7242,0,Y,6,Original,Modern,Board,"['Ancient', 'Fighting', 'Miniatures', 'Mythology']"
88,T.I.M.E Stories,2015,88,2,4,21005,7.6736,7.6671,11,Y,45,Original,Modern,Board,"['Adventure', 'Mature / Adult', 'Puzzle', 'Science Fiction']"
89,Yokohama,2016,89,2,4,7062,7.8889,7.8666,3,Y,1,Original,Modern,Board,['Economic']
90,Dead of Winter  A Crossroads Game,2014,90,2,5,35465,7.6340,7.6302,11,Y,14,Original,Modern,Board,"['Bluffing', 'Deduction', 'Horror', 'Zombies']"
91,Grand Austria Hotel,2015,91,2,4,9828,7.7897,7.7746,5,Y,2,Original,Modern,Board,['Economic']
92,Stone Age,2008,92,2,4,40596,7.5879,7.5847,26,Y,6,Original,Modern,Dice,"['Dice', 'Prehistoric']"
93,Forbidden Stars,2015,93,2,4,6609,7.9630,7.9381,2,N,0,Original,Modern,Board,"['Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']"
94,Champions of Midgard,2015,94,2,4,10537,7.7828,7.7688,0,Y,18,Original,Modern,Dice,"['Adventure', 'Dice', 'Fantasy', 'Fighting', 'Medieval', 'Mythology']"
95,Descent  Journeys in the Dark (Second Edition),2012,95,2,5,20701,7.7138,7.7070,1,Y,43,Original,Modern,Board,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
96,Alchemists,2014,96,2,4,16075,7.6913,7.6827,9,Y,3,Original,Modern,Board,"['Deduction', 'Fantasy']"
97,Lorenzo il Magnifico,2016,97,2,4,6961,7.8858,7.8632,2,Y,5,Original,Modern,Board,['Renaissance']
98,Star Realms,2014,98,2,2,31323,7.6003,7.5961,11,Y,57,Original,Modern,Card,"['Card Game', 'Fighting', 'Science Fiction']"
99,Legendary Encounters  An Alien Deck Building Game,2014,99,1,5,10018,7.7825,7.7677,4,Y,3,Original,Modern,Card,"['Card Game', 'Fighting', 'Horror', 'Movies / TV / Radio theme', 'Science Fiction']"
100,War of the Ring,2004,100,2,4,9605,7.7726,7.7573,6,Y,2,Original,Modern,Board,"['Adventure', 'Fantasy', 'Miniatures', 'Novel-based', 'Territory Building', 'Wargame']"
101,The Quacks of Quedlinburg,2018,101,2,4,10754,7.7541,7.7406,10,Y,3,Original,Modern,Board,['Medieval']
102,Istanbul,2014,102,2,5,22106,7.5975,7.5917,12,Y,8,Original,Modern,Board,['Economic']
103,Inis,2016,103,2,4,10089,7.7906,7.7759,6,Y,1,Original,Modern,Card,"['Card Game', 'Miniatures', 'Mythology']"
104,A Game of Thrones  The Board Game (Second Edition),2011,104,3,6,25936,7.6394,7.6342,2,Y,3,Original,Modern,Board,"['Bluffing', 'Fantasy', 'Negotiation', 'Novel-based', 'Political', 'Wargame']"
105,Castles of Mad King Ludwig,2014,105,1,4,20168,7.5994,7.5930,13,Y,2,Original,Modern,Board,"['Post-Napoleonic', 'Puzzle']"
106,The Resistance  Avalon,2012,106,5,10,24359,7.6066,7.6012,3,Y,1,Original,Modern,Card,"['Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Medieval', 'Negotiation']"
107,Ticket to Ride  Europe,2005,107,2,5,51162,7.5532,7.5508,6,Y,62,Original,Modern,Board,['Trains']
108,Clank! In! Space!,2017,108,2,4,6548,7.8804,7.8565,2,Y,7,Original,Modern,Board,['Science Fiction']
109,Chaos in the Old World,2009,109,3,4,13617,7.6716,7.6616,9,Y,1,Original,Modern,Board,"['Fantasy', 'Fighting', 'Horror', 'Mythology', 'Wargame']"
110,Decrypto,2018,110,3,8,7649,7.8092,7.7896,7,Y,4,Original,Modern,Board,"['Deduction', 'Party Game', 'Word Game']"
111,Railways of the World,2005,111,2,6,10671,7.6891,7.6761,4,Y,15,Original,Modern,Board,"['Trains', 'Transportation', 'Video Game Theme']"
112,Chronicles of Crime,2018,112,1,4,8287,7.9160,7.8966,9,Y,6,Original,Modern,Board,"['Adventure', 'Deduction', 'Murder/Mystery']"
113,Ora et Labora,2011,113,1,4,9132,7.7056,7.6903,10,Y,1,Original,Modern,Board,"['City Building', 'Economic', 'Industry / Manufacturing', 'Medieval', 'Religious', 'Territory Building']"
114,Commands and Colors  Ancients,2006,114,2,2,7655,7.7798,7.7606,6,Y,7,Original,Modern,Board,"['Ancient', 'Wargame']"
115,Dinosaur Island,2017,115,1,4,8420,7.7978,7.7801,6,Y,7,Original,Modern,Board,"['Economic', 'Science Fiction']"
116,Endeavor  Age of Sail,2018,116,2,5,4521,8.0850,8.0462,1,Y,2,Original,Modern,Board,"['Exploration', 'Nautical', 'Renaissance']"
117,Suburbia,2012,117,1,4,20018,7.5493,7.5430,2,Y,5,Original,Modern,Board,"['City Building', 'Economic']"
118,The Lord of the Rings  The Card Game,2011,118,1,2,19123,7.6357,7.6287,7,Y,134,Movie_IP,Modern,Card,"['Adventure', 'Card Game', 'Fantasy', 'Novel-based']"
119,Santorini,2016,119,2,4,21311,7.5721,7.5661,4,Y,14,Original,Modern,Board,"['Abstract Strategy', 'Ancient', 'Mythology']"
120,Jaipur,2009,120,2,2,31102,7.5164,7.5125,8,N,0,Original,Modern,Card,"['Animals', 'Card Game']"
121,Hansa Teutonica,2009,121,2,5,10716,7.6439,7.6314,10,Y,5,Original,Modern,Board,['Medieval']
122,Nations,2013,122,1,5,10457,7.6607,7.6478,5,Y,7,Original,Modern,Card,"['Card Game', 'Civilization', 'Economic']"
123,Age of Steam  Deluxe Edition,2002,123,1,6,7881,7.7287,7.7107,4,Y,118,Original,Modern,Board,"['Economic', 'Trains', 'Transportation']"
124,Vinhos Deluxe Edition,2016,124,1,4,3237,8.2236,8.1657,2,Y,4,Original,Modern,Board,"['Economic', 'Industry / Manufacturing']"
125,Memoir '44,2004,125,2,8,23743,7.5565,7.5512,6,Y,30,Original,Modern,Board,"['Miniatures', 'Wargame', 'World War II']"
126,Paths of Glory,1999,126,2,2,4216,8.0413,8.0007,4,Y,1,Original,Modern,Board,"['Wargame', 'World War I']"
127,Welcome To…,2018,127,1,100,10627,7.6525,7.6399,8,Y,11,Original,Modern,Board,['City Building']
128,Codenames  Duet,2017,128,2,4,10021,7.6493,7.6359,7,Y,9,Original,Modern,Card,"['Card Game', 'Deduction', 'Spies/Secret Agents', 'Word Game']"
129,Cosmic Encounter  42nd Anniversary Edition,2008,129,3,5,25296,7.5449,7.5399,2,Y,7,Original,Modern,Board,"['Bluffing', 'Negotiation', 'Science Fiction', 'Space Exploration']"
130,Captain Sonar,2016,130,2,8,13730,7.6033,7.5939,9,Y,6,Original,Modern,Board,"['Deduction', 'Fighting', 'Nautical', 'Real-time']"
131,Arcadia Quest,2014,131,2,4,8341,7.7733,7.7557,1,Y,41,Original,Modern,Board,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures']"
132,Combat Commander  Europe,2006,132,2,2,5045,7.9261,7.8944,8,Y,14,Original,Modern,Board,"['Wargame', 'World War II']"
133,Near and Far,2017,133,2,4,5727,7.8695,7.8425,6,Y,6,Original,Modern,Board,"['Adventure', 'Exploration']"
134,Trickerion  Legends of Illusion,2015,134,2,4,5573,7.8767,7.8487,3,Y,5,Original,Modern,Board,"['2015 Cardboard Republic Tactician Laurel Nominee', '2015 Golden Geek Best Board Game Artwork/Presentation Nominee', '2016 Jogo do Ano Nominee']"
135,Village,2011,135,2,4,18465,7.5364,7.5297,21,Y,5,Original,Modern,Board,"['Farming', 'Medieval']"
136,Targi,2012,136,2,2,10554,7.6231,7.6106,4,Y,3,Original,Modern,Card,['Card Game']
137,The Lord of the Rings  Journeys in Middle-earth,2019,137,1,5,4468,8.1403,8.0998,0,Y,2,Movie_IP,Modern,Board,"['Adventure', 'Fantasy', 'Fighting', 'Novel-based']"
138,This War of Mine  The Board Game,2017,138,1,6,6375,7.8873,7.8627,6,Y,12,Original,Modern,Board,"['Adventure', 'Exploration', 'Mature / Adult', 'Modern Warfare', 'Video Game Theme']"
139,Ticket to Ride  Nordic Countries,2007,139,2,3,10465,7.6414,7.6286,0,Y,10,Original,Modern,Board,['Trains']
140,Sagrada,2017,140,1,4,19016,7.5465,7.5400,9,Y,11,Original,Modern,Dice,"['Dice', 'Puzzle']"
141,Xia  Legends of a Drift System,2014,141,3,5,6227,7.8584,7.8336,6,Y,5,Original,Modern,Board,"['Adventure', 'Exploration', 'Fighting', 'Science Fiction', 'Space Exploration', 'Transportation']"
142,Sekigahara  The Unification of Japan,2011,142,2,2,3739,8.0620,8.0159,6,N,0,Original,Modern,Board,"['Civil War', 'Pike and Shot', 'Wargame']"
143,That's Pretty Clever,2018,143,1,4,9256,7.6522,7.6376,6,Y,2,Original,Modern,Dice,['Dice']
144,Splendor,2014,144,2,4,50062,7.4649,7.4625,20,Y,16,Original,Modern,Card,"['Card Game', 'Economic', 'Renaissance']"
145,Goa  A New Expedition,2004,145,2,4,10684,7.5957,7.5836,7,N,0,Original,Modern,Board,"['Economic', 'Farming', 'Nautical', 'Renaissance']"
146,Tichu,1991,146,4,4,12519,7.5843,7.5741,3,Y,2,Original,Modern,Card,['Card Game']
147,Detective  A Modern Crime Board Game,2018,147,1,5,4363,8.0414,8.0022,9,Y,3,Original,Modern,Board,"['Deduction', 'Murder/Mystery']"
148,Legendary  A Marvel Deck Building Game,2012,148,1,5,18107,7.5935,7.5863,2,Y,28,Super_Hero_IP,Modern,Card,"['Card Game', 'Comic Book / Strip']"
149,La Granja,2014,149,1,4,7244,7.6933,7.6742,7,Y,1,Original,Modern,Board,"['Economic', 'Farming']"
150,Zombicide  Black Plague,2015,150,1,6,10798,7.7128,7.6998,1,Y,42,Original,Modern,Board,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Miniatures']"
151,Magic  The Gathering - White Planeswalkers Ajani Goldmane,1993,151,2,2,29526,7.4948,7.4907,10,Y,126,Original,Modern,Card,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting']"
152,The Princes of Florence,2000,152,2,5,14269,7.5421,7.5334,13,Y,2,Original,Modern,Board,"['City Building', 'Renaissance']"
153,Steam,2009,153,3,5,9147,7.6163,7.6020,6,Y,39,Original,Modern,Board,"['Economic', 'Trains', 'Transportation']"
154,Ticket to Ride,2004,154,2,5,64145,7.4368,7.4351,23,Y,147,Original,Modern,Board,['Trains']
155,Viticulture,2013,155,2,6,9076,7.6246,7.6100,0,Y,6,Original,Modern,Board,"['Economic', 'Farming']"
156,Star Realms  Colony Wars,2015,156,2,2,4912,7.8840,7.8523,1,Y,41,Original,Modern,Card,"['Card Game', 'Fighting', 'Science Fiction']"
157,Ra,1999,157,2,5,18125,7.4688,7.4623,2,N,0,Original,Modern,Board,"['Ancient', 'Mythology']"
158,Cyclades,2009,158,2,5,16355,7.5226,7.5151,9,Y,7,Original,Modern,Board,"['Ancient', 'City Building', 'Civilization', 'Fighting', 'Miniatures', 'Mythology']"
159,Carcassonne,2000,159,2,5,90370,7.4210,7.4198,12,Y,101,Original,Modern,Board,"['City Building', 'Medieval', 'Territory Building']"
160,Kanban  Driver's Edition,2014,160,2,4,4912,7.8501,7.8191,6,N,0,Original,Modern,Board,"['Economic', 'Industry / Manufacturing']"
161,Shogun,2006,161,3,5,12270,7.5497,7.5395,10,Y,1,Original,Modern,Board,"['Economic', 'Medieval', 'Territory Building']"
162,Galaxy Trucker,2007,162,2,4,27021,7.4253,7.4211,10,Y,7,Original,Modern,Board,"['Real-time', 'Science Fiction', 'Space Exploration', 'Transportation']"
163,Coimbra,2018,163,2,4,6162,7.7280,7.7051,5,Y,1,Original,Modern,Dice,"['Dice', 'Renaissance']"
164,Rajas of the Ganges,2017,164,2,4,6619,7.6919,7.6711,5,Y,8,Original,Modern,Dice,"['Dice', 'Economic', 'Territory Building']"
165,YINSH,2003,165,2,2,6703,7.6829,7.6625,7,N,0,Original,Modern,Board,['Abstract Strategy']
166,Sushi Go Party!,2016,166,2,8,16872,7.4938,7.4867,2,Y,2,Original,Modern,Card,"['Card Game', 'Party Game']"
167,Marvel Champions  The Card Game,2019,167,1,4,2894,8.3744,8.3048,0,Y,5,Super_Hero_IP,Modern,Card,"['Card Game', 'Comic Book / Strip']"
168,1830  The Game of Railroads and Robber Barons,1986,168,2,7,4278,7.8750,7.8388,0,Y,10,Original,Modern,Board,"['Economic', 'Trains', 'Transportation']"
169,Deception  Murder in Hong Kong,2014,169,4,12,13172,7.5119,7.5028,0,Y,17,Original,Modern,Board,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Party Game']"
170,Isle of Skye  From Chieftain to King,2015,170,2,5,17461,7.4508,7.4442,12,Y,11,Original,Modern,Board,"['Economic', 'Territory Building']"
171,Power Grid Deluxe  Europe\/North America,2014,171,2,6,3356,8.0322,7.9819,0,Y,2,Original,Modern,Board,"['Economic', 'Industry / Manufacturing']"
172,Lewis & Clark,2013,172,1,5,11612,7.5093,7.4989,9,Y,5,Original,Modern,Board,"['American West', 'Racing']"
173,Imperial Settlers,2014,173,1,4,18906,7.4511,7.4450,8,Y,21,Original,Modern,Card,"['Ancient', 'Card Game', 'City Building', 'Civilization']"
174,Secret Hitler,2016,174,5,10,14048,7.5770,7.5679,1,N,0,Original,Modern,Card,"['Bluffing', 'Card Game', 'Deduction', 'Humor', 'Party Game', 'Political']"
175,Glory to Rome,2005,175,2,5,12435,7.4849,7.4754,6,Y,2,Original,Modern,Card,"['Ancient', 'Card Game', 'City Building', 'Economic']"
176,Imperial,2006,176,2,6,8040,7.6138,7.5976,8,N,0,Original,Modern,Board,"['Economic', 'Nautical', 'Political']"
177,Hero Realms,2016,177,2,4,9684,7.6441,7.6303,4,Y,27,Original,Modern,Card,"['Card Game', 'Fantasy', 'Fighting']"
178,Dungeon Petz,2011,178,2,4,11622,7.4983,7.4880,6,Y,3,Original,Modern,Board,"['Animals', 'Fantasy', 'Humor']"
